mq2_ppm,mq7_ppm,mq135_ppm,mq303_ppm,mq136_ppm,temperature_c,humidity_pct,gas_class,notes
8.99,5.56,5.35,0.057358,0.16141,29.04,63.36,MERCURY,Simulated literature-based profile
9.22,6.84,7.92,0.049491,0.172869,27.61,67.77,MERCURY,Simulated literature-based profile
7.77,4.89,7.52,0.040458,0.240046,28.66,66.4,MERCURY,Simulated literature-based profile
7.53,6.81,6.93,0.041558,0.157801,28.48,66.44,MERCURY,Simulated literature-based profile
9.85,5.08,5.27,0.04807,0.227243,29.98,65.96,MERCURY,Simulated literature-based profile
6.14,5.38,7.45,0.047889,0.222811,27.94,63.36,MERCURY,Simulated literature-based profile
7.99,5.22,6.67,0.056521,0.180699,29.28,66.83,MERCURY,Simulated literature-based profile
7.69,5.93,5.2,0.049226,0.157059,29.5,66.92,MERCURY,Simulated literature-based profile
6.51,5.63,6.67,0.059594,0.157274,29.73,67.55,MERCURY,Simulated literature-based profile
7.62,6.94,7.16,0.044564,0.190787,27.71,63.74,MERCURY,Simulated literature-based profile
9.38,6.64,5.41,0.053848,0.249948,28.79,64.32,MERCURY,Simulated literature-based profile
8.97,5.06,5.31,0.055137,0.20158,28.51,65.49,MERCURY,Simulated literature-based profile
8.59,6.59,5.41,0.041305,0.246199,28.97,65.94,MERCURY,Simulated literature-based profile
8.38,4.26,5.86,0.056286,0.24305,29.16,67.65,MERCURY,Simulated literature-based profile
9.79,8.45,8.89,0.005709,4.33,28.09,68.75,H2S,Simulated literature-based profile
10.74,6.4,10.25,0.003989,3.29,29.17,67.52,H2S,Simulated literature-based profile
10.98,6.32,8.69,0.003751,4.29,30.34,69.61,H2S,Simulated literature-based profile
10.81,5.39,9.32,0.004435,3.0,30.71,67.72,H2S,Simulated literature-based profile
11.92,8.53,8.85,0.005629,4.3,29.68,68.34,H2S,Simulated literature-based profile
10.2,5.02,7.48,0.005032,4.01,28.15,66.97,H2S,Simulated literature-based profile
10.74,6.69,7.23,0.003897,3.03,29.15,67.53,H2S,Simulated literature-based profile
10.61,8.72,8.57,0.00595,3.92,31.65,69.51,H2S,Simulated literature-based profile
10.11,6.31,7.95,0.005535,3.79,31.17,66.44,H2S,Simulated literature-based profile
8.07,7.22,8.1,0.005675,4.44,30.01,69.09,H2S,Simulated literature-based profile
11.75,7.67,8.12,0.004731,3.34,30.75,65.28,H2S,Simulated literature-based profile
10.08,6.96,7.82,0.005544,3.76,28.66,65.65,H2S,Simulated literature-based profile
8.54,7.04,7.93,0.003664,3.77,29.11,67.88,H2S,Simulated literature-based profile
10.59,6.93,9.2,0.005925,3.3,31.92,65.35,H2S,Simulated literature-based profile
10.26,5.89,9.44,0.004116,3.34,29.22,67.23,H2S,Simulated literature-based profile
10.33,6.22,10.02,0.004218,4.0,29.3,68.18,H2S,Simulated literature-based profile
10.78,5.02,10.83,0.004586,4.49,29.11,65.83,H2S,Simulated literature-based profile
11.89,6.49,8.25,0.004832,3.44,28.56,67.46,H2S,Simulated literature-based profile
9.52,7.04,10.56,0.004567,3.21,30.29,66.42,H2S,Simulated literature-based profile
8.79,7.75,8.53,0.0047,4.48,30.56,66.94,H2S,Simulated literature-based profile
8.34,7.72,9.21,0.00466,3.52,30.04,68.27,H2S,Simulated literature-based profile
9.44,7.67,10.91,0.004105,3.27,29.05,68.11,H2S,Simulated literature-based profile
9.85,7.59,8.51,0.004352,4.34,29.63,66.63,H2S,Simulated literature-based profile
10.4,7.68,9.77,0.005454,3.52,31.39,68.63,H2S,Simulated literature-based profile
10.83,7.42,7.46,0.003747,3.33,29.14,66.26,H2S,Simulated literature-based profile
10.99,6.81,7.93,0.005779,3.33,29.89,69.25,H2S,Simulated literature-based profile
9.92,6.31,7.83,0.003936,4.46,31.74,67.2,H2S,Simulated literature-based profile
9.24,5.5,10.17,0.004379,4.48,29.27,66.59,H2S,Simulated literature-based profile
10.44,7.63,9.2,0.004321,3.98,28.3,66.85,H2S,Simulated literature-based profile
8.53,8.22,8.75,0.0042,3.32,30.1,68.58,H2S,Simulated literature-based profile
3.58,1.95,2.36,0.0017,0.092835,27.61,64.19,CLEAN,Simulated literature-based profile
3.14,1.8,2.53,0.000511,0.079408,27.9,63.86,CLEAN,Simulated literature-based profile
3.09,1.32,2.61,0.001063,0.06859,26.69,62.26,CLEAN,Simulated literature-based profile
2.68,1.72,2.38,0.001065,0.102811,25.01,60.25,CLEAN,Simulated literature-based profile
3.98,1.49,2.78,0.000993,0.082594,27.76,59.06,CLEAN,Simulated literature-based profile
2.11,2.51,3.04,0.000793,0.09414,28.1,60.36,CLEAN,Simulated literature-based profile
3.8,1.75,2.02,0.001018,0.080481,27.98,62.49,CLEAN,Simulated literature-based profile
3.67,1.17,3.3,0.00151,0.088087,25.3,63.67,CLEAN,Simulated literature-based profile
3.04,2.28,2.18,0.001096,0.073839,28.79,63.88,CLEAN,Simulated literature-based profile
3.85,2.75,2.26,0.001341,0.069914,28.43,59.2,CLEAN,Simulated literature-based profile
2.43,2.46,2.11,0.001737,0.079408,26.28,59.76,CLEAN,Simulated literature-based profile
2.7,1.33,3.91,0.000759,0.088336,27.83,58.19,CLEAN,Simulated literature-based profile
2.74,2.85,2.49,0.001563,0.093691,25.27,64.65,CLEAN,Simulated literature-based profile
3.4,1.51,3.93,0.001599,0.102011,26.25,61.81,CLEAN,Simulated literature-based profile
2.06,2.35,2.42,0.001867,0.05502,28.11,60.96,CLEAN,Simulated literature-based profile
2.35,1.31,3.29,0.001531,0.117287,25.09,62.22,CLEAN,Simulated literature-based profile
3.91,2.68,3.39,0.001321,0.100378,26.87,63.57,CLEAN,Simulated literature-based profile
3.39,2.96,2.69,0.001148,0.103623,28.19,58.79,CLEAN,Simulated literature-based profile
2.29,2.71,2.5,0.00092,0.081049,27.74,61.83,CLEAN,Simulated literature-based profile
2.11,1.0,3.09,0.001113,0.064209,27.17,61.34,CLEAN,Simulated literature-based profile
2.05,2.23,2.9,0.000601,0.092674,27.63,59.24,CLEAN,Simulated literature-based profile
3.09,1.7,2.55,0.001986,0.058152,28.94,60.13,CLEAN,Simulated literature-based profile
3.86,2.61,2.67,0.001315,0.082682,25.38,63.54,CLEAN,Simulated literature-based profile
2.8,1.32,2.19,0.001923,0.091175,28.17,61.22,CLEAN,Simulated literature-based profile
2.06,1.01,3.28,0.001066,0.065473,25.83,63.65,CLEAN,Simulated literature-based profile
2.8,1.85,3.82,0.000978,0.112592,25.8,62.08,CLEAN,Simulated literature-based profile
3.59,1.28,2.25,0.001764,0.071172,26.93,61.28,CLEAN,Simulated literature-based profile
2.88,1.51,3.49,0.000661,0.057987,27.02,60.44,CLEAN,Simulated literature-based profile
2.79,2.21,2.02,0.001036,0.086531,26.34,58.82,CLEAN,Simulated literature-based profile
2.63,2.71,3.22,0.000727,0.085992,27.9,60.47,CLEAN,Simulated literature-based profile
